Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,moving_avg_7,moving_avg_30,normalized_close,volatility,high_volatility_flag,price_outlier,Security,GICS Sector,GICS Sub-Industry,Headquarters Location
2024-06-17 00:00:00-04:00,75.22850323342905,75.95099349005524,75.02066326025086,75.07014465332031,787600,0.0,0.0,PNW,,,0.06982090104198768,0.9303302298043832,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-18 00:00:00-04:00,74.72374578170724,75.43634430062563,73.87258727866057,73.9715576171875,933200,0.0,0.0,PNW,,,0.007319870166060005,1.5637570219650598,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-20 00:00:00-04:00,74.00124580122122,74.97117321272914,73.94186511003082,74.7138442993164,881100,0.0,0.0,PNW,,,0.04955019085311385,1.029308102698323,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-21 00:00:00-04:00,74.94148361146179,75.21860357437285,73.77361551708474,73.8428955078125,2108600,0.0,0.0,PNW,,,0.0,1.4449880572881142,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-24 00:00:00-04:00,73.79340160016383,75.22849781292236,73.79340160016383,74.95137786865234,1057100,0.0,0.0,PNW,,,0.06306399764569641,1.4350962127585234,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-25 00:00:00-04:00,74.98107363745578,75.08004397457672,74.23878478261956,74.44662475585938,653900,0.0,0.0,PNW,,,0.034347483751225115,0.8412591919571639,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-26 00:00:00-04:00,74.03094479470553,74.97117432359728,73.6845372884218,74.8623046875,785300,0.0,0.0,PNW,74.55124991280692,,0.05799642861173349,1.286637035175488,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-27 00:00:00-04:00,74.87219859189186,75.4858191682799,74.48620901934062,75.15921783447266,1139600,0.0,0.0,PNW,74.56397465297154,,0.07488847007595059,0.9996101489392828,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-06-28 00:00:00-04:00,75.47592704054225,76.0697565683241,75.0206574842111,75.59468841552734,1861700,0.0,0.0,PNW,74.7958504813058,,0.09966334847599644,1.0490990841129957,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-01 00:00:00-04:00,76.01038028647842,76.38647058065004,74.6940529304489,74.94148254394531,609600,0.0,0.0,PNW,74.82837023053851,,0.06250103087592768,1.6924176502011363,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-02 00:00:00-04:00,75.0701413962085,75.50561992166047,74.74353250211954,75.248291015625,736200,0.0,0.0,PNW,75.02914101736886,,0.07995603910991352,0.7620874195409328,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-03 00:00:00-04:00,75.2086991297632,75.56499835797217,74.65445924186133,74.7435302734375,341000,0.0,0.0,PNW,74.99944850376674,,0.051239091162420036,0.91053911611084,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-05 00:00:00-04:00,74.72374469802332,75.51552249666162,74.32785579870419,75.07014465332031,1626700,0.0,0.0,PNW,75.08852277483258,,0.06982090104198768,1.1876666979574253,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-08 00:00:00-04:00,74.96127255470687,75.72335998227787,74.793022232083,75.6243896484375,1087100,0.0,0.0,PNW,75.19739205496651,,0.10135311689134698,0.930337750194866,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-09 00:00:00-04:00,75.34725854661387,76.68338441802958,75.2185978738566,76.6536865234375,939700,0.0,0.0,PNW,75.41088758196149,,0.15991207821982703,1.4647865441729806,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-10 00:00:00-04:00,77.00998981238537,77.76217794507906,76.3072906223376,77.68299865722656,1183200,0.0,0.0,PNW,75.70921761648995,,0.21847190765435143,1.454887322741456,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-11 00:00:00-04:00,78.12837945504144,79.4249082513125,78.11848015594585,79.1873779296875,1010900,0.0,0.0,PNW,76.31577410016742,,0.30405935067404094,1.3064280953666554,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-12 00:00:00-04:00,79.33583283554066,80.10781200144822,78.96963429873348,79.4249038696289,957100,0.0,0.0,PNW,76.91243307931083,,0.3175727234136013,1.1381777027147422,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-15 00:00:00-04:00,78.85086965945179,79.74161780356368,78.51436899998329,78.77169036865234,975700,0.0,0.0,PNW,77.48788452148438,,0.28040997176051036,1.2272488035803946,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-16 00:00:00-04:00,79.24675646472785,79.96925425998,78.54405726712787,79.7218246459961,1077700,0.0,0.0,PNW,78.15241023472377,,0.3344651989308406,1.4251969928521362,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-17 00:00:00-04:00,80.16719247460334,81.71115080225393,79.67233326179715,81.52310943603516,1120500,0.0,0.0,PNW,78.99508449009487,,0.43694424936172505,2.038817540456776,True,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
2024-07-18 00:00:00-04:00,81.07772938970837,82.04765674261924,80.96885976180148,81.22618865966797,772500,0.0,0.0,PNW,79.64829908098493,,0.4200517738444857,1.0787969808177564,False,False,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
