Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,moving_avg_7,moving_avg_30,normalized_close,volatility,high_volatility_flag,price_outlier,Security,GICS Sector,GICS Sub-Industry,Headquarters Location
2024-06-17 00:00:00-04:00,1007.02001953125,1047.68994140625,1004.0599975585938,1043.25,649200,0.0,0.0,ORLY,,,0.22054596441175725,43.62994384765625,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-18 00:00:00-04:00,1044.0799560546875,1058.9200439453125,1042.0699462890625,1056.6500244140625,385600,0.0,0.0,ORLY,,,0.3275065429594249,16.85009765625,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-20 00:00:00-04:00,1059.5,1083.239990234375,1059.5,1080.5699462890625,724300,0.0,0.0,ORLY,,,0.5184381863286739,23.739990234375,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-21 00:00:00-04:00,1085.9000244140625,1091.219970703125,1077.4000244140625,1081.7900390625,663600,0.0,0.0,ORLY,,,0.528177111042255,13.8199462890625,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-24 00:00:00-04:00,1086.449951171875,1086.449951171875,1074.780029296875,1083.52001953125,363300,0.0,0.0,ORLY,,,0.5419860196006213,11.669921875,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-25 00:00:00-04:00,1086.1300048828125,1086.1300048828125,1051.8900146484375,1057.7900390625,452700,0.0,0.0,ORLY,,,0.3366062746152662,34.239990234375,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-26 00:00:00-04:00,1048.0,1055.199951171875,1043.77001953125,1050.8499755859375,402500,0.0,0.0,ORLY,1064.9171491350446,,0.2812098677377048,11.429931640625,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-27 00:00:00-04:00,1054.6600341796875,1057.800048828125,1046.6099853515625,1057.4200439453125,331000,0.0,0.0,ORLY,1066.941441127232,,0.33365292986220324,11.1900634765625,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-06-28 00:00:00-04:00,1053.1400146484375,1068.530029296875,1049.239990234375,1056.06005859375,585700,0.0,0.0,ORLY,1066.8571602957588,,0.32279736605689985,19.2900390625,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-01 00:00:00-04:00,1050.0699462890625,1057.3699951171875,1008.5499877929688,1016.3200073242188,542600,0.0,0.0,ORLY,1057.6785975864955,,0.005587580167086624,48.82000732421875,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-02 00:00:00-04:00,1017.97998046875,1037.800048828125,1013.8900146484375,1037.06005859375,377900,0.0,0.0,ORLY,1051.2886003766741,,0.17113712055220043,23.9100341796875,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-03 00:00:00-04:00,1033.3900146484375,1038.3299560546875,1014.9299926757812,1020.5399780273438,255000,0.0,0.0,ORLY,1042.2914515904017,,0.03927188505438013,23.39996337890625,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-05 00:00:00-04:00,1024.4100341796875,1029.5799560546875,1015.8400268554688,1026.8199462890625,305000,0.0,0.0,ORLY,1037.867152622768,,0.08939933391406361,13.73992919921875,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-08 00:00:00-04:00,1022.0900268554688,1033.050048828125,1018.22998046875,1022.7899780273438,257600,0.0,0.0,ORLY,1033.8585815429688,,0.057231650969410325,14.820068359375,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-09 00:00:00-04:00,1020.25,1023.8699951171875,1013.1799926757812,1015.6199951171875,243100,0.0,0.0,ORLY,1027.8871459960938,,0.0,10.69000244140625,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-10 00:00:00-04:00,1020.3300170898438,1031.52001953125,1014.6799926757812,1028.18994140625,290400,0.0,0.0,ORLY,1023.9057006835938,,0.10033479685158443,16.84002685546875,False,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-11 00:00:00-04:00,1023.8200073242188,1043.1600341796875,1021.0,1032.989990234375,440200,0.0,0.0,ORLY,1026.2871268136162,,0.13864935388884667,22.1600341796875,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-12 00:00:00-04:00,1035.9300537109375,1055.6700439453125,1032.9599609375,1040.1099853515625,367400,0.0,0.0,ORLY,1026.7228306361608,,0.19548199638700023,22.7100830078125,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
2024-07-15 00:00:00-04:00,1032.8599853515625,1052.93994140625,1030.6600341796875,1042.4100341796875,302700,0.0,0.0,ORLY,1029.84712437221,,0.2138412579631178,22.2799072265625,True,False,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
