Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,moving_avg_7,moving_avg_30,normalized_close,volatility,high_volatility_flag,price_outlier,Security,GICS Sector,GICS Sub-Industry,Headquarters Location
2024-06-17 00:00:00-04:00,12.210000038146973,12.40999984741211,12.140000343322754,12.390000343322754,20062200,0.155,0.0,HBAN,,,0.0,0.26999950408935547,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-18 00:00:00-04:00,12.390000343322754,12.5600004196167,12.34000015258789,12.460000038146973,20529800,0.0,0.0,HBAN,,,0.025362214929913557,0.2200002670288086,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-20 00:00:00-04:00,12.430000305175781,12.550000190734863,12.369999885559082,12.520000457763672,19254700,0.0,0.0,HBAN,,,0.047101503108599,0.18000030517578125,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-21 00:00:00-04:00,12.5600004196167,12.65999984741211,12.40999984741211,12.630000114440918,27287000,0.0,0.0,HBAN,,,0.08695646164621507,0.25,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-24 00:00:00-04:00,12.670000076293945,13.069999694824219,12.579999923706055,12.979999542236328,23586800,0.0,0.0,HBAN,,,0.21376788183004622,0.48999977111816406,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-25 00:00:00-04:00,12.949999809265137,13.029999732971191,12.729999542236328,12.75,20259700,0.0,0.0,HBAN,,,0.1304346924693226,0.3000001907348633,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-26 00:00:00-04:00,12.670000076293945,12.75,12.569999694824219,12.710000038146973,15380500,0.0,0.0,HBAN,12.634285790579659,,0.1159419488616201,0.18000030517578125,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-27 00:00:00-04:00,12.649999618530273,12.829999923706055,12.609999656677246,12.779999732971191,15930900,0.0,0.0,HBAN,12.689999989100865,,0.14130416379153365,0.2200002670288086,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-06-28 00:00:00-04:00,12.899999618530273,13.260000228881836,12.880000114440918,13.180000305175781,30708900,0.0,0.0,HBAN,12.79285717010498,,0.2862319454028221,0.38000011444091797,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-01 00:00:00-04:00,13.149999618530273,13.369999885559082,13.119999885559082,13.15999984741211,23795000,0.0,0.0,HBAN,12.884285654340472,,0.2789854008318392,0.25,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-02 00:00:00-04:00,13.0600004196167,13.220000267028809,13.020000457763672,13.210000038146973,14769500,0.0,0.0,HBAN,12.96714278629848,,0.29710141672503315,0.19999980926513672,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-03 00:00:00-04:00,13.239999771118164,13.270000457763672,13.039999961853027,13.039999961853027,8233100,0.0,0.0,HBAN,12.97571427481515,,0.23550717000873164,0.23000049591064453,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-05 00:00:00-04:00,13.0600004196167,13.0600004196167,12.789999961853027,12.84000015258789,14547700,0.0,0.0,HBAN,12.988571439470563,,0.1630434519702191,0.2700004577636719,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-08 00:00:00-04:00,12.949999809265137,13.0600004196167,12.819999694824219,12.989999771118164,20457800,0.0,0.0,HBAN,13.02857140132359,,0.21739115411553767,0.24000072479248047,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-09 00:00:00-04:00,12.869999885559082,13.130000114440918,12.84000015258789,12.970000267028809,39860500,0.0,0.0,HBAN,13.055714334760394,,0.21014495507881809,0.28999996185302734,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-10 00:00:00-04:00,12.930000305175781,13.09000015258789,12.890000343322754,13.069999694824219,26142400,0.0,0.0,HBAN,13.039999961853027,,0.2463766413309427,0.19999980926513672,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-11 00:00:00-04:00,13.140000343322754,13.5600004196167,13.0600004196167,13.460000038146973,28660400,0.0,0.0,HBAN,13.082857131958008,,0.3876811506567397,0.5,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-12 00:00:00-04:00,13.449999809265137,13.640000343322754,13.350000381469727,13.539999961853027,15682000,0.0,0.0,HBAN,13.12999997820173,,0.4166666378721447,0.28999996185302734,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-15 00:00:00-04:00,13.760000228881836,13.84000015258789,13.619999885559082,13.729999542236328,15560900,0.0,0.0,HBAN,13.228571346827916,,0.4855070836251658,0.2200002670288086,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-16 00:00:00-04:00,13.739999771118164,14.300000190734863,13.6899995803833,14.270000457763672,22748600,0.0,0.0,HBAN,13.43285710471017,,0.6811596406305448,0.6100006103515625,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-17 00:00:00-04:00,14.100000381469727,14.5,14.100000381469727,14.4399995803833,19483400,0.0,0.0,HBAN,13.63999993460519,,0.7427535418125829,0.39999961853027344,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-18 00:00:00-04:00,14.260000228881836,14.649999618530273,14.25,14.300000190734863,21235600,0.0,0.0,HBAN,13.829999923706055,,0.6920291119527557,0.39999961853027344,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-19 00:00:00-04:00,14.789999961853027,14.989999771118164,14.5,14.859999656677246,29332500,0.0,0.0,HBAN,14.085714203970772,,0.8949275224605909,0.48999977111816406,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-22 00:00:00-04:00,14.869999885559082,15.079999923706055,14.729999542236328,15.010000228881836,23466500,0.0,0.0,HBAN,14.307142802647181,,0.9492755701401728,0.35000038146972656,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-23 00:00:00-04:00,15.0,15.210000038146973,14.960000038146973,15.069999694824219,14437900,0.0,0.0,HBAN,14.525714193071638,,0.9710145127845949,0.25,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-24 00:00:00-04:00,15.069999694824219,15.180000305175781,14.890000343322754,14.920000076293945,22373200,0.0,0.0,HBAN,14.695714269365583,,0.9166668106392764,0.28999996185302734,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-25 00:00:00-04:00,14.979999542236328,15.25,14.869999885559082,15.0600004196167,17741700,0.0,0.0,HBAN,14.808571406773158,,0.9673915860333668,0.38000011444091797,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-26 00:00:00-04:00,14.960000038146973,15.180000305175781,14.960000038146973,15.130000114440918,17412300,0.0,0.0,HBAN,14.907142911638532,,0.9927538009632804,0.2200002670288086,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-29 00:00:00-04:00,15.170000076293945,15.1899995803833,14.970000267028809,15.020000457763672,14338700,0.0,0.0,HBAN,15.010000092642647,,0.9528988424256644,0.2199993133544922,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-30 00:00:00-04:00,15.0600004196167,15.210000038146973,15.039999961853027,15.149999618530273,14489500,0.0,0.0,HBAN,15.051428658621651,13.65466667811076,1.0,0.1700000762939453,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-07-31 00:00:00-04:00,15.170000076293945,15.210000038146973,14.9399995803833,14.949999809265137,17677800,0.0,0.0,HBAN,15.04285717010498,13.73999999364217,0.9275362819614874,0.2700004577636719,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-01 00:00:00-04:00,14.9399995803833,14.979999542236328,14.319999694824219,14.369999885559082,14076100,0.0,0.0,HBAN,14.942857197352819,13.803666655222575,0.7173913268826694,0.6599998474121094,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-02 00:00:00-04:00,14.119999885559082,14.130000114440918,13.539999961853027,13.75,19146400,0.0,0.0,HBAN,14.775714329310826,13.844666639963785,0.49275362819614876,0.5900001525878906,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-05 00:00:00-04:00,13.430000305175781,13.430000305175781,12.979999542236328,13.279999732971191,24220200,0.0,0.0,HBAN,14.521428516932897,13.866333293914796,0.32246363165494674,0.4500007629394531,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-06 00:00:00-04:00,13.289999961853027,13.579999923706055,13.180000305175781,13.40999984741211,15353300,0.0,0.0,HBAN,14.275714193071638,13.880666637420655,0.36956513476354574,0.39999961853027344,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-07 00:00:00-04:00,13.539999961853027,13.770000457763672,13.239999771118164,13.25,13326200,0.0,0.0,HBAN,14.022856984819684,13.89733330408732,0.3115941603327357,0.5300006866455078,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-08 00:00:00-04:00,13.399999618530273,13.539999961853027,13.369999885559082,13.489999771118164,10704200,0.0,0.0,HBAN,13.785714149475098,13.92333329518636,0.39855062197895075,0.1700000762939453,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-09 00:00:00-04:00,13.470000267028809,13.699999809265137,13.420000076293945,13.609999656677246,11691000,0.0,0.0,HBAN,13.594285556248256,13.950999959309895,0.4420288528020583,0.2799997329711914,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-12 00:00:00-04:00,13.720000267028809,13.890000343322754,13.34000015258789,13.380000114440918,12159100,0.0,0.0,HBAN,13.45285701751709,13.957666619618733,0.3586956634413347,0.5500001907348633,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-13 00:00:00-04:00,13.4399995803833,13.5,13.289999961853027,13.479999542236328,9301300,0.0,0.0,HBAN,13.41428552355085,13.968333276112874,0.3949273496934593,0.21000003814697266,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-14 00:00:00-04:00,13.5,13.550000190734863,13.40999984741211,13.479999542236328,11700000,0.0,0.0,HBAN,13.442856924874443,13.977333259582519,0.3949273496934593,0.1400003433227539,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-15 00:00:00-04:00,13.720000267028809,13.930000305175781,13.6899995803833,13.770000457763672,9898500,0.0,0.0,HBAN,13.494285583496094,14.001666609446207,0.5000001727671317,0.24000072479248047,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-16 00:00:00-04:00,13.75,13.9399995803833,13.729999542236328,13.899999618530273,10559500,0.0,0.0,HBAN,13.587142671857562,14.03699992497762,0.5471013303414674,0.21000003814697266,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-19 00:00:00-04:00,13.850000381469727,14.050000190734863,13.850000381469727,14.029999732971191,11596700,0.0,0.0,HBAN,13.66428552355085,14.071666590372722,0.5942028334500663,0.19999980926513672,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-20 00:00:00-04:00,13.949999809265137,13.989999771118164,13.880000114440918,13.899999618530273,9429500,0.0,0.0,HBAN,13.705714089529854,14.102666568756103,0.5471013303414674,0.1099996566772461,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-21 00:00:00-04:00,13.9399995803833,13.979999542236328,13.8100004196167,13.9399995803833,9364700,0.0,0.0,HBAN,13.785714013235909,14.131666564941407,0.5615940739491698,0.1699991226196289,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-22 00:00:00-04:00,13.949999809265137,14.239999771118164,13.880000114440918,14.220000267028809,13898100,0.0,0.0,HBAN,13.891428402491979,14.156999905904135,0.6630436247373508,0.3599996566772461,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-23 00:00:00-04:00,14.329999923706055,14.739999771118164,14.279999732971191,14.630000114440918,16863800,0.0,0.0,HBAN,14.055714198521205,14.19333324432373,0.8115943330998674,0.46000003814697266,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-26 00:00:00-04:00,14.699999809265137,14.770000457763672,14.529999732971191,14.609999656677246,9251800,0.0,0.0,HBAN,14.175714084080287,14.222666581471762,0.8043477885288844,0.24000072479248047,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-27 00:00:00-04:00,14.5600004196167,14.65999984741211,14.479999542236328,14.59000015258789,8851600,0.0,0.0,HBAN,14.274285588945661,14.233333237965901,0.7971015894921648,0.18000030517578125,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-28 00:00:00-04:00,14.550000190734863,14.760000228881836,14.520000457763672,14.640000343322754,9565500,0.0,0.0,HBAN,14.361428533281599,14.239999930063883,0.8152176053853588,0.23999977111816406,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-29 00:00:00-04:00,14.699999809265137,14.899999618530273,14.479999542236328,14.789999961853027,7670900,0.0,0.0,HBAN,14.488571439470563,14.256333255767823,0.8695653075306774,0.4200000762939453,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-08-30 00:00:00-04:00,14.869999885559082,14.979999542236328,14.779999732971191,14.970000267028809,10088400,0.0,0.0,HBAN,14.635714394705635,14.25999994277954,0.9347828265324704,0.19999980926513672,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-03 00:00:00-04:00,14.9399995803833,15.0,14.6899995803833,14.779999732971191,9446700,0.0,0.0,HBAN,14.71571431841169,14.25233325958252,0.865942035245186,0.3100004196166992,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-04 00:00:00-04:00,14.75,14.859999656677246,14.649999618530273,14.729999542236328,12095300,0.0,0.0,HBAN,14.729999950953893,14.240999921162922,0.847826019351992,0.21000003814697266,False,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-05 00:00:00-04:00,14.84000015258789,14.920000076293945,14.550000190734863,14.649999618530273,14882800,0.0,0.0,HBAN,14.73571423121861,14.231999905904134,0.8188405321365869,0.36999988555908203,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-06 00:00:00-04:00,14.680000305175781,14.789999961853027,14.210000038146973,14.3100004196167,17387100,0.0,0.0,HBAN,14.695714269365583,14.206999905904134,0.6956523842382473,0.5799999237060547,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-09 00:00:00-04:00,14.40999984741211,14.850000381469727,14.399999618530273,14.65999984741211,19941400,0.0,0.0,HBAN,14.698571341378349,14.191333230336507,0.8224638044220784,0.4500007629394531,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-10 00:00:00-04:00,14.680000305175781,14.710000038146973,14.050000190734863,14.289999961853027,13674100,0.0,0.0,HBAN,14.627142769949776,14.166999880472819,0.6884058396672643,0.6599998474121094,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
2024-09-11 00:00:00-04:00,14.119999885559082,14.239999771118164,13.8100004196167,14.220000267028809,12968300,0.0,0.0,HBAN,14.51999991280692,14.135999902089436,0.6630436247373508,0.42999935150146484,True,False,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan"
